docno,title,producer,genre,description,num_episodes,rating,num_reviews,link
58xrrowk,Felonious Florida,Wondery,True Crime,"Beyond the beaches, the theme parks, the palm trees and the warm breezes lies the dark side of the Sunshine State. Wondery and the South Florida Sun Sentinel present a true-crime podcast that bring you stories of some of Florida’s most notorious and stunning crimes. A new season hosted by David Schutz is coming Nov. 28, 2022.",17,4.4,3700,https://podcasts.apple.com/us/podcast/felonious-florida/id1354195914
tmydzyiq,The Deadpod,J.Henrikson,Music,a weekly hour of the best live Grateful Dead music,783,4.7,1100,https://podcasts.apple.com/us/podcast/the-deadpod/id73329726
evy1neal,History of Westeros (Game of Thrones‪)‬,History of Westeros,Arts,"Come obsess over A Song of Ice and Fire and Game of Thrones with us! Our show is an enthusiastic and heavily-detailed look at the past, present and future of Westeros and the realms beyond.",267,4.6,1100,https://podcasts.apple.com/us/podcast/history-of-westeros-game-of-thrones/id1074070278
948ett42,The VPZD Show,Drs. Vinay Prasad & Zubin Damania,Science,"Two doctors, one podcast, Alt-Middle as heck. Featuring Dr. Vinay Prasad (host of Plenary Session) and Dr. Zubin Damania (host of The ZDoggMD Show).",28,4.9,1600,https://podcasts.apple.com/us/podcast/the-vpzd-show/id1596335407
0tx0ndvw,Land of the Giants,Vox Media Podcast Network,Technology,"Big tech is transforming every aspect of our world. But how? And at what cost? In the latest season of Land of the Giants: The Facebook/ Meta Disruption, Recode senior reporter Shirin Ghaffary and The Verge deputy editor Alex Heath bring us inside the company that’s determined how the world interacts and communicates online. How has Meta shaped our relationships, and what’s in store for us as the company undergoes an unprecedented transition? New episodes every Wednesday starting July 13th.From Recode, The Verge and the Vox Media Podcast Network.",45,4.6,1800,https://podcasts.apple.com/us/podcast/land-of-the-giants/id1465767420
povf1jrx,"""Walking The Floor"" with Chris Shiflett",Chris Shiflett,Music,"Chris Shiflett, guitarist for Foo Fighters, Dead Peasants, and Me First and the Gimme Gimmes, hosts ""Walking The Floor,"" where he engages a wide range of musical guests, writers, athletes, and artists in one-on-one interviews exploring their creative inspirations, struggles, successes, and everything in between.  Past guests include Merle Haggard, Dwight Yoakam, Mike Ness, Steve Earle, John Doe, Sturgill Simpson, and more!",216,4.8,1000,https://podcasts.apple.com/us/podcast/walking-the-floor-with-chris-shiflett/id725700990
9rxv6fy9,Behind the Numbers: an eMarketer Podcast,eMarketer,Technology,"How is the internet changing our lives? The Behind the Numbers daily news podcast from Insider Intelligence helps listeners make sense of the ever-changing worlds of digital media, commerce, advertising and technology. We keep you up to date, provide thought provoking analysis and have a little fun along the way.",100,4.6,112,https://podcasts.apple.com/us/podcast/behind-the-numbers-an-emarketer-podcast/id1113097936
fjqzzld9,9to5Mac Daily,9to5Mac,Technology,9to5Mac Daily is a recap podcast bringing you the latest in Apple news and the top 9to5Mac stories every Monday through Friday.,100,4.6,391,https://podcasts.apple.com/us/podcast/9to5mac-daily/id1331816080
0r1lab9s,Pardon My Stash,"Meg, Drea, Tina, and Jess",Leisure,"Knitters (and crafters) unite! Come join us weekly for a conversation about knitting, crochet, and yarn crafts all around. With a touch of comedy and sass, we talk about projects, pitfalls, and pointers about the fiber arts. Find more content on our Patreon or on pardonmystash.com",51,4.9,83,https://podcasts.apple.com/us/podcast/pardon-my-stash/id1584465499
9m39fb88,The Science Hour,BBC World Service,Science,Science news and highlights of the week,148,4.5,269,https://podcasts.apple.com/us/podcast/the-science-hour/id634849863
ofsjs3nn,The Atheist Experience,Atheist Community of Austin,Religion & Spirituality,"The Atheist Experience is a weekly show in Austin, Texas geared at a non-atheist  and atheist audience. The Atheist Experience is produced by the Atheist Community of Austin.The Atheist Community of Austin is organized as a nonprofit educational corporation to develop and support the atheist community, to provide opportunities for socializing and friendship, to promote secular viewpoints, to encourage positive atheist culture, to defend the first amendment principle of state-church separation, to oppose discrimination against atheists and to work with other organizations in pursuit of common goals.We define atheism as the lack of belief in gods. This definition also encompasses what most people call agnosticism.",507,4.7,2200,https://podcasts.apple.com/us/podcast/the-atheist-experience/id118720919
g0pk8dw3,Money Buys Happiness,Money Buys Happiness,Business,"Millennial entrepreneurs Ernesto Gaita and Anthony Sorella take a deep dive into conversations that will change the way you think and live. Life experiences from cultural icons and their views on trending topics, are the core of these stimulating conversations.",116,4.3,38,https://podcasts.apple.com/us/podcast/money-buys-happiness/id1513827461
qeyj0y48,The Tim Dillon Show,Tim Dillon,Comedy,Tim Dillon is a comedian and tour guide. He’s very excited to give you a tour of the end of the world. Each week from a porch in Los Angeles he shares apocalyptic visions with his friends and berates a local diner.,180,4.8,10700,https://podcasts.apple.com/us/podcast/the-tim-dillon-show/id1135137367
oq7pim3b,Hot Messy Podcast,"Jason Berrent, Adam Newell",Arts,"Hosts, Jason Berrent and Adam Newell dive-in to discuss this week’s arts, entertainment and pop-culture news.  This dynamic couple invites some of your favorite industry talent and friends to jump in on the conversation!  This couple dives into it ALL!",14,4.9,518,https://podcasts.apple.com/us/podcast/hot-messy-podcast/id1642609315
cinkcrnu,The Deevine,Dee Nguyen,Health & Fitness,"Former reality star turned podcast host, Dee Nguyen traded her party lifestyle for a microphone. Like many in 2020 quarantine, she retreated deep into her own healing and what makes living worth the fight. Listen along as she laughs, cries and discuss all things that have made a significant impact into shaping who she is as a woman in her 20s. Find Dee on Instagram @deenguyen Connect with Dee on socials hoo.be/deenguyen Hosted on Acast. See acast.com/privacy for more information.",1,3.7,18,https://podcasts.apple.com/us/podcast/the-deevine/id1653511952
v3ahvh6k,TigerBelly,All Things Comedy Network,Comedy,"A no-holds-barred arena for half truths, social no-nos, and animal behavior-featuring comedian Bobby Lee and his best friend Khalyla.Every Wednesday.",388,4.8,14100,https://podcasts.apple.com/us/podcast/tigerbelly/id1041201977
nomco7bv,Morbid,Wondery,Comedy,"It’s a lighthearted nightmare in here, weirdos! Morbid is a true crime, creepy history and all things spooky podcast hosted by an autopsy technician and a hairstylist. Join us for a heavy dose of research with a dash of comedy thrown in for flavor.",454,4.5,76700,https://podcasts.apple.com/us/podcast/morbid/id1379959217
dhdyxnr3,Historic Royal Palaces Podcast,Historic Royal Palaces,History,"Historic Royal Palaces are a team of people who love and look after six of the most wonderful palaces in the world. This fortnightly podcast brings you the history and stories of those palaces.  You’ll hear from our experts and the people who bring our palaces to life, as we create space to explore how history moves us, telling stories about the monarchs you know, and uncovering the lives and histories of the people you don’t. Just like our palaces, this podcast is a mix of old and new. Each episode will have a different feel, from previously recorded live talks, to exciting new discussions and discoveries. You’ll have every opportunity to share in the history we love.     Explore more history and stories from our six palaces hrp.org.uk",90,4.7,251,https://podcasts.apple.com/us/podcast/historic-royal-palaces-podcast/id1065848261
todneigr,Short History Of..‪.‬,Noiser,History,"Short History Of... continues to be available for free wherever you get your shows.For ad-free listening, exclusive content and early access to new episodes, join Noiser+. Now available for Apple and Android users. Go to noiser.com/subscriptions to get started.Short History Of... is the podcast series hosted by John Hopkins. Each week, we'll transport you back in time to witness history's most incredible moments and remarkable people. New episodes Mondays.Follow Noiser Podcasts on Twitter @Noiser_Podcasts for updates on our shows.",69,4.8,1200,https://podcasts.apple.com/us/podcast/short-history-of/id1579040306
xv15gvkt,"The Bad Girls Bible - Sex, Relationships, Dating, Love & Marriage Advice",Sean Jameson,Health & Fitness,"Each week on the Bad Girl's Bible podcast, your host Sean Jameson interviews experts and professionals and everyone in between to teach you the tips and techniques you can use to improve your sex life and relationship or marriage. You'll also learn powerful insights on how to improve your dating and love life.",47,3.9,729,https://podcasts.apple.com/us/podcast/the-bad-girls-bible-sex-relationships-dating-love/id1203808663
