docno,title,description,genre,rating,num_reviews
0q2ky9gd,Spark Hunter,"When the world’s most advanced AI evolves past the limits of human intelligence, the US government fears she has gone rogue and is determined to take her out. Now, over dinner with her Maker, a final meal will determine if she represents a new hope for the world… or its destruction.With sharpshooters in position, and the NSA listening to their every word, her Maker must determine if she is a threat to herself or others as he tries to protect his masterpiece. For she is a machine with an evolving consciousness, designed to explore the nature of human ethics while on the most universal of quests: to find her purpose in the world. Realm presents Spark Hunter, a Fighter Steel Production, starring Mark Rylance, Rebecca Ferguson, and Linda Powell with Charles Dance and Sting. Directed by Trudie Styler. Written by KB Miller and Teressa Tunney. Listen Away.FULL CREDITSSpark Hunter is a Fighter Steel Productions audio drama: http://fightersteel.com/ A portion of our proceeds go to environmental organizations selected by our artists.Directed by:Trudie Styler Produced by:K. B. Miller Executive Producers:Teressa TunneyTrudie StylerMark RylanceRebecca FergusonCharles Dance Written by:Teressa Tunney and K. B. Miller Story by:K. B. Miller and Teressa Tunney Starring:Mark RylanceRebecca FergusonRichard E. GrantEdward HibbertLinda PowellVanessa RedgraveFisher StevensEliot SumnerJohn Douglas ThompsonKathleen TurnerWith:Charles Danceand Sting Cast (in order of appearance):THE MAKER by Mark RylancePRESIDENTIAL ARCHIVIST by Norm ShermanSHADOW by Charles DanceNSA SENIOR AGENT by Linda PowellHEAD LIBRARIAN by Eliot SumnerELECTRONIC VOICE by Trudie StylerAGENT #7, SHARPSHOOTER #3, AGENT #16 by Jake HorowitzAGENT #2, MAÎTRE D', SHARPSHOOTER #6 by Ajay NaiduPILOT, SHARPSHOOTER #5, AGENT #15 by Robin Galloway   AGENT #10, FEMALE AGENT, AGENT #1 by De’Adre AzizaROOFLESS POET by Vanessa RedgraveWAITER by Edward HibbertHER’ by Rebecca FergusonAMERICAN by Fisher StevensDOROTHEA by Mary BeardTREK GUIDE by Rhani KrijaLAVENDER FARMER by Alain PichonVEILED MAN by StingCONSTANTINE by Kathleen TurnerSIR ANTHONY CASTLE by Richard E. GrantAGENT #11, AGENT #4 by Alfredo NarcisoAGENT #12, AGENT #13 by Conor CookSWEDISH CONSUL by Lars NordSON IN CAR by Jonathon GrantSCREAMING MOTHER by Rossana Redondo REBECCA by Teressa TunneyPOTUS by John Douglas ThompsonLOOP GROUP:Kelly BurkeJohn ChancerRebecca LaChance Laurel LefkowChris PelusoChris Ragland Casting Director and Associate Producer:Jack Doulin Assistant Director:Audra LaBrosseAssociate Producer:Ali McKegney Sound Recordist:Phil BodgerSound design:Sonorise SystemsAdditional sound design:Mike WinshipFoley: The Foley FarmersFoley mixer: Maxwell MacRaeFoley artists: Franziska Treutler, Pete BurgisAssistant Audio Designer and Composer:Norm ShermanAdditional recording:CDM Sound Studios, Inc.Health & Safety Supervisor:Louise M. Reed, RNAssistant Production Coordinator:Demaris Brinton Psychological Consultant:Sheldon Solomon Environmental Editor:Ned PotterStory consultants:Frank C. DiGiovanniAndrew C. Miller Menu consultant:The Musket Room, New York Wine consultant:Starfield Vineyards Artist:Tim Kent Legal Services by:Reavis Page Jump LLP, New YorkHeidi ReavisDeena MerlenMichelle Lamardo--------------------------------------A Very Special thank you for the inspiration to:Silvia BensoSheldon SolomonWendell Wallach--------------------------------------For a conversation about the issues raised here, see also: All Things Have Standing:Apple: https://podcasts.apple.com/us/podcast/all-things-have-standing-part-1-our-stories/id130062462?i=1000585392266 Spotify: https://open.spotify.com/episode/4TUm26fKbfg1YLZJsIouCs?si=abecebac7bd64d56Full thanks and credits found at https://www.realm.fm/shows/spark-hunter----------------",Fiction,4.7,14
p7ga4h70,Direct Current - An Energy.gov Podcast,"Direct Current is a podcast about energy -- the kind that lights our homes, powers our lives and shapes our world. From the U.S. Department of Energy's digital team in Washington, D.C., Direct Current brings you fresh, insightful stories of how we generate and use electricity, what that means for the planet, and the cutting-edge science that's driving a global energy revolution.",Government,4.5,103
y5et8pqg,ParentData by Emily Oster,"ParentData makes sense of the latest data about pregnancy and parenting, and, sometimes, COVID-19. It offers numbers and decision-making tools, spreadsheets, statistics, and phrases I claim to invent like “Safety Turducken” and “Situational Fluency.” If this is your jam, you’re in the right place. And I hope that, by listening, you’ll feel more empowered to make your own pregnancy and parenting choices. You can subscribe to the ParentData newsletter at emilyoster.substack.com.",Kids & Family,4.9,55
yzan95du,Honeybee Bedtime Stories,"My name is Mrs. Honeybee and my mission is to make bedtime easier! �� I write bedtime stories inspired by movies that I love. Lion King, Frozen, Minecraft, The Avengers, and Toy Story are some of my most popular! I’m a school teacher, mother of two, and a storyteller � - Love, Mrs. Honeybee",Kids & Family,4.3,630
cfpod3fr,Fighter Pilot Podcast,"The Fighter Pilot Podcast explores the fascinating world of air combat: the aircraft, the weapons systems, and most importantly—the people. Each episode features a guest who helps explain the topic at hand such as how ejection seats work or what it's like to fly on and off nuclear-powered aircraft carriers.Strap in and hang on for this incredible show!If you love the roar of a high-speed flyby or are enamored by the poise and confidence of the brave men and women who pilot these aircraft, then this show is for you!",Leisure,4.9,1600
kn49944q,This Naked Mind Podcast,"Bestselling author Annie Grace invites you to explore the role of alcohol in our lives and culture without rules, pain, or judgement. Ready to make a change?  Join The Alcohol Experiment - a FREE 30-day challenge designed to deliver happiness, wellbeing and self-respect. Check out The Alcohol Experiment at alcoholexperiment.com",Health & Fitness,4.8,2100
c04o1kvo,Bio Eats World,"Biology is breaking out of the lab and clinic—and into our daily lives. Our new ability to engineer biology is transforming not just science, research, and healthcare, but how we produce our food, the materials we use, how we manufacture, and much, much more. From the latest scientific advances to the biggest trends, this show explores all the ways biology is today where the computing revolution was 50 years ago: on the precipice of revolutionizing our world in ways we are only just beginning to appreciate. Through conversations with scientists, builders, entrepreneurs, and leaders, host Olivia Webb (along with the team at Andreessen Horowitz), examines how bio is going to fundamentally transform our future. In short, bio is eating the world.",Science,4.6,128
t9yvcwvp,The CultCast,"The CultCast covers each week’s best Apple stories, news, and accessories for your iDevices and Mac—but more importantly—we do it with pizzaz.  Why listen to another dreary tech program?   Tune in to the CultCast each week for a healthy dose of Apple, jokes gone sour, and plenty of tangents.",Technology,4.6,1100
gse1k0wh,She Speaks Bravo with Emily Hanks,"Emily has been using Bravo TV as a form of self-care for over a decade. Needless to say she’s a complete mess! This podcast is a place to sort through your sometimes complicated feelings about these shows. Emily understands that they are MORE than ""just a tv show"". There will be comedic and analytic recaps, deep dives into pressing issues, and Q&A's with special guests!Instagram - @shespeaksbravoTikTok - @shespeaksbravoFacebook - She Speaks Bravo",TV & Film,4.8,507
b6l0qshz,School of Self-Image,"School of Self-Image is the go-to podcast for women who desire to transform their self-image so that they can create mind-blowing results in their lives.  Join Master Life Coach, Tonya Leigh, as she shares tips, ideas, and inspiring conversations around elevating your mindset, style, and surroundings to create an extraordinary self-image.  Episodes are released each Wednesday.Download the School of Self-Image Manifesto at schoolofselfimage.com/podcastmanifesto",Education,4.8,916
9r384oxd,Drive Time with Travis Wingfield,"Analysis, film study and news. Travis Wingfield delivers the most comprehensive Miami Dolphins coverage.",Sports,4.8,759
5qz12dcu,Hillsdale Dialogues Podcast,"A survey of great books, great men, and great ideas.Larry P. Arnn, president of Hillsdale College, on the Hugh Hewitt Show",Education,4.7,1400
